2023-09-07 14:15:24,2023-09-07 14:39:05
27990842,레노버 씽크패드 X1 카본 7Gen 다나와인증,"중고_350,000"
14348408,레노버 씽크패드 X13 20WKS07200,"SSD 256GB_949,000"
17617778,레노버 씽크패드 X13 Gen3 21CM000FKR,"SSD 256GB_1,440,000|SSD 500GB_1,515,470|SSD 1TB_1,566,030|SSD 2TB_1,616,580"
14367095,레노버 씽크패드 X13 Yoga 20W8000XKR,"SSD 256GB_1,266,000"
14367443,레노버 씽크패드 X13 Yoga 20W80010KR,"SSD 256GB_1,342,150"
17869376,레노버 씽크패드 X13 Yoga Gen3 21AW0021KR,"SSD 256GB_1,453,470"
17869478,레노버 씽크패드 X13 Yoga Gen3 21AW0022KR,"SSD 256GB_1,607,660"
11212665,레노버 아이디어패드 S150-11,"eMMC 64GB_299,000"
18457568,레노버 아이디어패드 Slim1-15AMN7 R3,"SSD 256GB_528,990|SSD 500GB_590,000"
18457640,레노버 아이디어패드 Slim1-15AMN7 R5,"SSD 256GB_599,000|SSD 500GB_669,000"
17271542,레노버 아이디어패드 Slim3-15IAU7 5D,"SSD 256GB_573,000|SSD 500GB_567,250|SSD 1TB_606,590|SSD 2TB_703,990|500GB + SSD 256GB_675,000|1TB + SSD 256GB_648,990|2TB + SSD 256GB_704,060||||||||||"
17381222,레노버 아이디어패드 Slim3-15IAU7 5D WIN11 16GB램,"SSD 256GB_560,160|SSD 500GB_570,210|SSD 1TB_624,930|SSD 2TB_724,280|1TB + SSD 256GB_668,990|SSD 250GB + SSD 256GB_668,860|SSD 500GB + SSD 256GB_690,820||||||"
20257868,레노버 아이디어패드 Slim5 16IRL i5,"SSD 512GB_920,000|SSD 1TB_1,019,780|SSD 2TB_1,200,240"
28079975,레노버 아이디어패드 Slim5 Pro-14IAP7 i5 WIN11,"SSD 512GB_1,147,630"
13082387,레노버 아이디어패드 Slim5-14ITL 5W M16,"SSD 256GB_879,000"
12922367,레노버 아이디어패드 Slim5-15ITL Premiere Plus i5 WIN10,"SSD 256GB_782,000|SSD 500GB + SSD 256GB_1,030,000|SSD 1TB + SSD 256GB_1,090,000"
12922151,레노버 아이디어패드 Slim5-15ITL Premiere i5,"SSD 256GB_890,000|SSD 500GB_850,000|SSD 1TB_860,000"
17552690,레노버 요가 7 16IAH7 82UF0030KR,"SSD 1TB_2,040,000|SSD 2TB_2,018,190"
17552591,레노버 요가 7 16IAH7 82UF0037KR,"SSD 512GB_1,848,720|SSD 1TB_1,940,720|SSD 2TB_2,032,720"
17552651,레노버 요가 7 16IAH7 82UF003AKR,"SSD 512GB_1,960,000|SSD 1TB_1,940,720|SSD 2TB_2,032,720"
17552549,레노버 요가 7 16IAH7 82UF003DKR,"SSD 512GB_1,732,500|SSD 1TB_1,824,500|SSD 2TB_1,916,500"
17552498,레노버 요가 7 16IAH7 82UF003HKR,"SSD 512GB_1,635,660|SSD 1TB_1,727,670|SSD 2TB_1,819,670"
20746805,레노버 요가 Book9 13IRU8 82YQ002KKR,"SSD 1TB_2,898,000"
19581848,레노버 요가 Slim7 Carbon 13IRP8 83AY002JKR,"SSD 512GB_1,490,000"
19582145,레노버 요가 Slim7 Carbon 13IRP8 83AY002KKR,"SSD 1TB_1,640,000"
19582001,레노버 요가 Slim7 Carbon 13IRP8 83AY002LKR,"SSD 512GB_1,567,880"
19582229,레노버 요가 Slim7 Carbon 13IRP8 83AY002MKR,"SSD 1TB_1,760,000"
16167128,레노버 요가 Slim7 Carbon 14ACN6 82L0004XKR,"SSD 1TB_1,398,990"
16167227,레노버 요가 Slim7 Carbon 14ACN6 82L0004YKR,"SSD 1TB_1,209,560|SSD 2TB_1,560,000|리퍼비시_1,049,000"
17801171,레노버 요가 Slim7 Carbon 14ACN6 82L0004YKR WIN11,"SSD 1TB_1,367,120|SSD 2TB_1,700,000"
16167338,레노버 요가 Slim7 Carbon 14ACN6 82L00055KR,"SSD 512GB_1,590,000|리퍼비시_915,000"
12682790,레노버 요가 Slim7 Carbon13ITL5 82EV0033KR,"SSD 256GB_970,000|SSD 500GB_1,190,000|SSD 1TB_1,190,000|SSD 2TB_1,390,000"
16288589,레노버 요가 Slim7 Carbon13ITL5 82EV0049KR,"SSD 256GB_1,245,750|SSD 512GB_1,285,320|SSD 1TB_1,152,420|SSD 2TB_1,352,620"
17750129,레노버 요가 Slim7 Pro 14IAP7 82SV0054KR,"SSD 512GB_1,389,000|리퍼비시_1,021,000"
17674499,레노버 요가 Slim7 Pro 14IAP7 82SV0058KR,"SSD 512GB_1,289,000|리퍼비시_일시품절"
17674610,레노버 요가 Slim7 Pro 14IAP7 82SV005DKR,"SSD 512GB_1,409,000"
17750306,레노버 요가 Slim7 Pro 14IAP7 82SV005GKR,"SSD 512GB_1,509,000"
17873357,레노버 요가 Slim7 Pro 16ARH7 82UW000GKR,"SSD 512GB_1,257,980|SSD 1TB_1,529,000|SSD 2TB_1,609,000"
17872400,레노버 요가 Slim7 Pro 16IAH7 82VA0006KR,"SSD 1TB_1,845,000"
17872145,레노버 요가 Slim7 Pro 16IAH7 82VA002EKR,"SSD 1TB_1,398,000"
17549858,레노버 요가 Slim7 ProX 14ARH7 82TL003SKR,"SSD 512GB_1,659,000|SSD 1TB_1,697,700|SSD 2TB_1,789,700"
17600231,레노버 요가 Slim7 ProX 14ARH7 82TL003TKR,"SSD 512GB_1,418,990|SSD 1TB_1,466,190|SSD 2TB_1,558,190"
17613401,레노버 요가 Slim7 ProX 14ARH7 82TL003TKR WIN11,"SSD 512GB_1,466,190|SSD 1TB_1,558,190|SSD 2TB_1,650,190"
17549795,레노버 요가 Slim7 ProX 14ARH7 82TL003WKR,"SSD 512GB_1,659,000|SSD 1TB_1,698,610|SSD 2TB_1,790,610"
17549702,레노버 요가 Slim7 ProX 14ARH7 82TL003XKR,"SSD 512GB_1,519,000|SSD 1TB_1,563,030|SSD 2TB_1,655,030"
17548691,레노버 요가 Slim7 ProX 14IAH7 82TK004NKR,"SSD 512GB_2,790,000"
17548601,레노버 요가 Slim7 ProX 14IAH7 82TK004QKR,"SSD 512GB_1,398,000"
19578479,레노버 요가 Slim7 ProX 14IAH7 82TK009TKR,"SSD 512GB_1,354,820"
17550725,레노버 요가 Slim9 14IAP7 82T0003BKR,"SSD 1TB_2,008,990"
17550449,레노버 요가 Slim9 14IAP7 82T0003EKR,"SSD 512GB_1,519,450"
17227514,삼성전자 갤럭시북2 NT550XEZ-A38A,"SSD 256GB_547,990|SSD 500GB_607,990|SSD 1TB_669,990|SSD 2TB_747,000|SSD 4TB_1,540,000|1TB + SSD 256GB_645,980|2TB + SSD 256GB_751,000||||||||"
17448911,삼성전자 갤럭시북2 NT550XEZ-A38A 16GB램,"SSD 256GB_567,790|SSD 500GB_624,800|SSD 1TB_682,450|SSD 2TB_734,890|SSD 4TB_1,568,000|1TB + SSD 256GB_748,990|2TB + SSD 256GB_779,250||||||||"
17227823,삼성전자 갤럭시북2 NT550XEZ-A58A,"SSD 256GB_647,990|SSD 500GB_688,990|SSD 1TB_731,990|SSD 2TB_835,000|1TB + SSD 256GB_699,000|2TB + SSD 256GB_860,000|1TB + SSD 512GB_859,000|||||"
17578064,삼성전자 갤럭시북2 NT550XEZ-A58A 16GB램,"SSD 256GB_673,990|SSD 500GB_711,990|SSD 1TB_746,440|SSD 2TB_920,000|SSD 4TB_1,570,000|500GB + SSD 256GB_1,268,000|1TB + SSD 256GB_732,000|||||||||||"
17343518,삼성전자 갤럭시북2 NT550XEZ-A58A WIN10,"SSD 256GB_697,000|SSD 500GB_756,000|SSD 1TB_790,000|1TB + SSD 256GB_772,000|1TB + SSD 512GB_797,000|1TB + SSD 1TB_854,000"
17578313,삼성전자 갤럭시북2 NT550XEZ-A58A WIN11,"SSD 256GB_698,000|SSD 500GB_751,990|SSD 1TB_754,830|SSD 2TB_969,000|1TB + SSD 256GB_774,000|1TB + SSD 512GB_814,000|1TB + SSD 1TB_854,000"
17578115,삼성전자 갤럭시북2 NT550XEZ-A58A WIN11 16GB램,"SSD 256GB_730,000|SSD 500GB_748,480|SSD 1TB_781,820|SSD 2TB_928,000|SSD 4TB_1,710,000|SSD 1TB + SSD 500GB_897,000|1TB + SSD 256GB_791,690|||||||||"
18057089,삼성전자 갤럭시북2 프로 NT950XED-KD72S,"SSD 1TB_1,647,000|SSD 2TB_1,830,000|SSD 3TB_2,589,610|SSD 4TB_2,797,790|SSD 1TB + SSD 1TB_1,739,000|SSD 2TB + SSD 1TB_1,859,000"
16586924,삼성전자 갤럭시북2 프로 NT950XEE-X71A,"SSD 512GB_1,660,000|SSD 1TB_1,698,990|SSD 2TB_1,748,990|SSD 4TB_2,338,990|SSD 8TB_3,818,990|SSD 250GB + SSD 250GB_1,695,000|SSD 1TB + SSD 250GB_1,898,000||||||"
16818209,삼성전자 갤럭시북2 프로 NT950XEV-G51A WIN11,"SSD 256GB_1,287,080|SSD 500GB_1,310,500|SSD 1TB_1,343,990|SSD 2TB_1,449,350|SSD 3TB_1,877,230|SSD 4TB_1,991,860|SSD 8TB_3,408,970||||||||"
16801859,삼성전자 갤럭시북2 프로360 NT950QED-K71AR,"SSD 1TB_1,799,000|SSD 2TB_1,899,000|SSD 250GB + SSD 1TB_1,949,000"
18923954,삼성전자 갤럭시북3 360 NT750QFG-KH51G,"SSD 256GB_1,598,990|SSD 500GB_1,638,990|SSD 1TB_1,668,990|SSD 2TB_1,906,510|SSD 3TB_1,981,730|SSD 4TB_2,066,310|SSD 8TB_3,100,290||||||||"
19972796,삼성전자 갤럭시북3 NT750XFH-X71A,"SSD 512GB_1,585,000|SSD 1TB_1,648,000|SSD 2TB_1,698,700|SSD 4TB_1,948,990|SSD 500GB + SSD 512GB_1,648,000|SSD 1TB + SSD 512GB_1,699,000|SSD 2TB + SSD 512GB_1,809,000"
19846334,삼성전자 갤럭시북3 NT750XFS-G51A,"SSD 256GB_1,149,000|SSD 500GB_1,218,990|SSD 1TB_1,268,000|SSD 2TB_1,369,000|SSD 250GB + SSD 256GB_1,190,000|SSD 500GB + SSD 256GB_1,199,000"
19959074,삼성전자 갤럭시북3 NT750XFT-A51A,"SSD 256GB_945,000|SSD 500GB_1,023,000|SSD 1TB_1,082,000|SSD 2TB_1,193,880|SSD 250GB + SSD 256GB_998,990|SSD 500GB + SSD 256GB_1,100,000"
20421602,삼성전자 갤럭시북3 NT750XFT-A51A WIN11,"SSD 256GB_1,004,280|SSD 500GB_1,135,000|SSD 1TB_1,167,840"
19959218,삼성전자 갤럭시북3 NT750XFT-A71A,"SSD 512GB_1,192,890|SSD 1TB_1,292,890|SSD 2TB_1,422,990|SSD 4TB_1,648,000|SSD 256GB + SSD 512GB_1,498,990|SSD 500GB + SSD 512GB_1,272,990|SSD 1TB + SSD 512GB_1,361,890|"
20281547,삼성전자 갤럭시북3 울트라 NT960XFH i9 WIN11,"SSD 256GB_3,488,910|SSD 500GB_3,544,350|SSD 1TB_3,581,310|SSD 2TB_3,715,830|SSD 256GB + SSD 256GB_3,516,630"
19006874,삼성전자 갤럭시북3 울트라 NT960XFH-X92A,"SSD 1TB_3,792,980|SSD 2TB_4,028,970|SSD 3TB_4,692,000|SSD 4TB_4,198,990|SSD 8TB_5,567,850|SSD 250GB + SSD 1TB_4,229,000|SSD 500GB + SSD 1TB_4,070,000||||"
18936893,삼성전자 갤럭시북3 울트라 NT960XFH-XD72G,"SSD 1TB_3,289,970|SSD 2TB_3,489,990|SSD 3TB_4,727,990|SSD 4TB_4,877,990|SSD 500GB + SSD 1TB_3,789,990|SSD 1TB + SSD 1TB_3,390,000|SSD 2TB + SSD 1TB_3,520,000"
19123724,삼성전자 갤럭시북3 울트라 NT960XFS-G72A,"SSD 512GB_2,648,790|SSD 1TB_2,889,000|SSD 2TB_3,029,000|SSD 3TB_3,686,040|SSD 4TB_3,760,000|SSD 8TB_4,555,000|SSD 250GB + SSD 512GB_2,900,000||||"
18936140,삼성전자 갤럭시북3 프로 NT940XFG-KC51G,"SSD 256GB_1,411,560|SSD 500GB_1,446,590|SSD 1TB_1,478,190|SSD 2TB_1,749,470|SSD 3TB_2,179,230|SSD 4TB_2,263,870|SSD 8TB_3,308,350||||||||"
18906935,삼성전자 갤럭시북3 프로 NT940XFT-A51A,"SSD 256GB_1,467,990|SSD 500GB_1,599,000|SSD 1TB_1,599,000|SSD 2TB_1,599,000|SSD 3TB_1,599,000|SSD 4TB_1,599,000|SSD 8TB_3,150,000||||||||"
18908435,삼성전자 갤럭시북3 프로 NT960XFG-K71A,"SSD 512GB_1,969,000|SSD 1TB_1,948,990|SSD 2TB_2,040,000|SSD 3TB_2,428,390|SSD 4TB_2,456,080|SSD 8TB_3,928,980|SSD 250GB + SSD 512GB_1,998,990|||||"
19183760,삼성전자 갤럭시북3 프로 NT960XFG-K71AR,"SSD 1TB_2,323,000|SSD 2TB_2,398,800|SSD 3TB_2,649,000|SSD 4TB_2,799,000|SSD 8TB_4,138,000|SSD 250GB + SSD 1TB_2,670,000|SSD 500GB + SSD 1TB_2,330,000||||"
18917870,삼성전자 갤럭시북3 프로 NT960XFG-KC51G,"SSD 256GB_1,555,290|SSD 500GB_1,587,350|SSD 1TB_1,619,510|SSD 2TB_1,790,000|SSD 3TB_2,190,000|SSD 4TB_2,290,000|SSD 8TB_3,840,000||||||||"
19132562,삼성전자 갤럭시북3 프로 NT960XFG-KD72G,"SSD 1TB_2,298,990"
18908285,삼성전자 갤럭시북3 프로 NT960XFT-A51A,"SSD 256GB_1,498,990|SSD 500GB_1,579,000|SSD 1TB_1,608,690|SSD 2TB_1,675,690|SSD 3TB_2,388,000|SSD 4TB_2,298,990|SSD 8TB_3,357,000||||||||"
19058603,삼성전자 갤럭시북3 프로 NT960XFT-A51A WIN11,"SSD 256GB_1,649,000|SSD 500GB_1,649,000|SSD 1TB_1,727,990|SSD 2TB_1,849,990|SSD 3TB_2,485,000|SSD 4TB_2,598,000|SSD 8TB_3,504,000||||||||"
18908978,삼성전자 갤럭시북3 프로360 NT960QFG-K71A,"SSD 512GB_2,099,000|SSD 1TB_2,269,000|SSD 2TB_2,390,000|SSD 3TB_3,520,000|SSD 4TB_2,893,770"
18909185,삼성전자 갤럭시북3 프로360 NT960QFG-K71AR,"SSD 1TB_2,559,000|SSD 2TB_2,734,590|SSD 3TB_3,889,000|SSD 4TB_3,473,990"
19133657,삼성전자 갤럭시북3 프로360 NT960QFG-KD72G,"SSD 1TB_2,726,500|SSD 2TB_3,836,990|SSD 3TB_3,967,990|SSD 4TB_3,999,810"
18211871,삼성전자 노트북5 다나와인증 NT501R5A,"중고, 500GB + SSD 256GB_264,000"
18228296,삼성전자 노트북5 다나와인증 NT501R5L,"중고, SSD 240GB_259,000|중고, 500GB + SSD 128GB_258,990"
19006652,삼성전자 다나와인증 NT371B5L 내장그래픽,"중고, SSD 240GB_239,000|중고, 500GB + SSD 120GB_219,000"
18211523,삼성전자 다나와인증 NT371B5L 외장그래픽,"중고, SSD 240GB_259,000|중고, 500GB + SSD 128GB_258,990"
19959986,에이서 니트로 5 AN515-58-78TE,"SSD 512GB_1,398,990|SSD 1TB_1,468,990|SSD 250GB + SSD 512GB_1,428,990|SSD 500GB + SSD 512GB_1,437,990|SSD 1TB + SSD 512GB_1,507,990|SSD 250GB + SSD 1TB_1,498,990|SSD 1TB + SSD 1TB_1,521,990"
17980199,에이서 니트로 5 AN515-58-94SX,"SSD 512GB_2,490,000"
17980256,에이서 니트로 5 AN515-58-95P5,"SSD 512GB_2,099,000"
17521394,에이서 니트로 5 AN517-55 3070Ti,"SSD 512GB_1,549,000"
27570647,에이서 스위프트 GO 14 OLED SFG14-42-R16Z,"SSD 512GB_1,148,990"
27810131,에이서 스위프트 GO 14 OLED SFG14-71-58F1,"SSD 512GB_899,000"
20017613,에이서 스위프트 GO 16 OLED SFG16-71-51BY,"SSD 512GB_985,760"
19702448,에이서 스위프트 GO 16 OLED SFG16-71-77FT,"SSD 512GB_1,418,980"
20282207,에이서 스위프트 GO 16 OLED SFG16-71-78HK,"SSD 512GB_1,168,990"
20019962,에이서 스위프트 X 14.5 OLED Studio SFX14-71G 4050,"SSD 512GB_1,698,990"
27570875,에이서 스위프트 X 16 OLED Studio SFX16-61G 4050,"SSD 512GB_1,899,000"
19098065,에이서 스위프트 X SFX14-41G R7 W11,"SSD 512GB_1,170,000"
21445859,에이서 스위프트 X SFX14-42G-R1M2,"SSD 512GB_799,000"
17990564,에이서 스위프트 X SFX14-51G-542Y,"SSD 512GB_1,290,000"
17990456,에이서 스위프트 X SFX14-51G-56FV,"SSD 512GB_1,140,000"
27577652,에이서 스위프트 엣지 16 OLED SFE16-43-R1XB,"SSD 512GB_1,398,990"
27577682,에이서 스위프트 엣지 16 OLED SFE16-43-R8ZU,"SSD 512GB_1,548,000"
17980736,에이서 스위프트 엣지 OLED SFA16-41-R52D,"SSD 1TB_1,298,990"
17980637,에이서 스위프트 엣지 OLED SFA16-41-R6RD,"SSD 512GB_1,098,980"
19026113,에이서 스위프트 엣지 OLED SFE16-42-R3TY,"SSD 512GB_1,298,990"
19529711,에이서 프레데터 Helios 16 PH16-71 4060,"SSD 512GB_2,098,990"
19529756,에이서 프레데터 Helios 16 PH16-71 4060 W11,"SSD 512GB_2,248,990"
19159799,에이서 프레데터 Helios 16 PH16-71 4070,"SSD 512GB_2,398,990"
19159712,에이서 프레데터 Helios 16 PH16-71 4070 W11,"SSD 512GB_2,548,990"
19927022,에이서 프레데터 Helios 16 PH16-71 4080,"SSD 1TB_3,498,990"
19160186,에이서 프레데터 Helios 18 PH18-71 4070,"SSD 512GB_2,498,990"
21589604,에이서 프레데터 Helios 18 PH18-71 4070 32GB램,"SSD 512GB_2,597,000"
21589694,에이서 프레데터 Helios 18 PH18-71 4070 64GB램,"SSD 512GB_2,757,000"
19160108,에이서 프레데터 Helios 18 PH18-71 4070 W11,"SSD 512GB_2,649,000"
19160438,에이서 프레데터 Helios 18 PH18-71 4080,"SSD 1TB_3,598,990"
19530224,에이서 프레데터 Helios Neo 16 PHN16-71 4060,"SSD 512GB_1,698,990|SSD 1TB_1,845,000|SSD 2TB_2,080,000"
19530359,에이서 프레데터 Helios Neo 16 PHN16-71 4060 W11,"SSD 512GB_1,940,000"
25229525,에이서 프레데터 Helios Neo 16 PHN16-71-93WL,"SSD 512GB_1,698,000"
21445454,에이서 프레데터 트리톤 17X PTX17-71 4090,"SSD 1TB_5,498,990"
17646962,에이서 프레데터 트리톤500se PT516-52s-7822,"SSD 1TB_1,899,000"
17615513,주연테크 리오나인 L9W36,"SSD 512GB_1,308,990"
17378621,주연테크 리오나인 L9W37T,"SSD 512GB_1,748,990"
17378711,주연테크 리오나인 L9W38T,"SSD 512GB_2,499,000"
16906574,주연테크 아이언2 J6BF,"SSD 256GB_469,000|SSD 512GB_508,980|1TB + SSD 256GB_528,980"
14868635,주연테크 제이북 베젤리스 J9ST-15,SSD 512GB_일시품절
11177649,주연테크 캐리북T J3GP Pro,"eMMC 64GB_459,370|eMMC 128GB_349,000|SSD 120GB + eMMC 64GB_499,630|SSD 250GB + eMMC 64GB_519,760|SSD 500GB + eMMC 64GB_539,890|SSD 1TB + eMMC 64GB_619,500|SSD 120GB + eMMC 128GB_519,760|||"
19227251,한성컴퓨터 Bossmonster GTS63 T9H6Q24,"SSD 500GB_1,698,990"
20265620,한성컴퓨터 Bossmonster GTS63 T9H6Q24 32GB램,"SSD 500GB_1,892,000"
19227266,한성컴퓨터 Bossmonster GTS63 T9H6Q24W,"SSD 500GB_1,847,990"
19227302,한성컴퓨터 Bossmonster GTS63 T9H7Q24,"SSD 500GB_1,998,990"
19227317,한성컴퓨터 Bossmonster GTS63 T9H7Q24W,"SSD 500GB_2,147,990"
20265557,한성컴퓨터 Bossmonster GTS63 T9H7Q24W 32GB램,"SSD 500GB_2,365,000"
20529788,한성컴퓨터 Bossmonster GTS73 N9X8U14,"SSD 1TB_3,380,000"
20529830,한성컴퓨터 Bossmonster GTS73 N9X8U14 W11,"SSD 1TB_3,520,000"
20529725,한성컴퓨터 Bossmonster GTS73 N9X9U14,"SSD 1TB_3,980,000"
20529749,한성컴퓨터 Bossmonster GTS73 N9X9U14 W11,"SSD 1TB_4,147,990"
19209578,한성컴퓨터 Bossmonster GTX63 T9X6Q16,"SSD 500GB_1,748,990|SSD 1TB_1,960,000|SSD 2TB_1,990,000|SSD 4TB_2,320,000"
20264966,한성컴퓨터 Bossmonster GTX63 T9X6Q16 32GB램,"SSD 500GB_1,892,000"
20265059,한성컴퓨터 Bossmonster GTX63 T9X6Q16 WIN11,"SSD 500GB_1,950,000|SSD 1TB_1,990,000|SSD 2TB_2,090,000|SSD 4TB_2,370,000"
19209674,한성컴퓨터 Bossmonster GTX63 T9X6Q16W,"SSD 500GB_1,847,000"
20264975,한성컴퓨터 Bossmonster GTX63 T9X6Q16W 32GB램,"SSD 500GB_2,049,000"
19209788,한성컴퓨터 Bossmonster GTX63 T9X7Q16,"SSD 500GB_1,899,000"
20264828,한성컴퓨터 Bossmonster GTX63 T9X7Q16 32GB램,"SSD 500GB_2,103,000"
20264867,한성컴퓨터 Bossmonster GTX63 T9X7Q16 64GB램,"SSD 500GB_2,271,000"
19209860,한성컴퓨터 Bossmonster GTX63 T9X7Q16W,"SSD 500GB_2,047,990"
20264834,한성컴퓨터 Bossmonster GTX63 T9X7Q16W 32GB램,"SSD 500GB_2,260,000"
19210139,한성컴퓨터 Bossmonster GTX73 N9X6Q24,"SSD 500GB_1,699,000|SSD 1TB_1,916,990|SSD 2TB_2,100,000"
20264777,한성컴퓨터 Bossmonster GTX73 N9X6Q24 32GB램,"SSD 500GB_1,892,000|SSD 1TB_2,130,000|SSD 2TB_2,300,000"
20264792,한성컴퓨터 Bossmonster GTX73 N9X6Q24 64GB램,"SSD 500GB_2,061,000|SSD 1TB_2,290,000|SSD 2TB_2,450,000"
20351147,한성컴퓨터 Bossmonster GTX73 N9X6Q24 WIN11,"SSD 500GB_1,848,000|SSD 1TB_1,990,000|SSD 2TB_2,247,830"
19210205,한성컴퓨터 Bossmonster GTX73 N9X6Q24W,"SSD 500GB_1,847,990"
20264723,한성컴퓨터 Bossmonster GTX73 N9X6Q24W 32GB램,"SSD 500GB_2,049,000"
20264744,한성컴퓨터 Bossmonster GTX73 N9X6Q24W 64GB램,"SSD 500GB_2,217,000"
19210280,한성컴퓨터 Bossmonster GTX73 N9X7Q24,"SSD 500GB_1,998,990|SSD 1TB_2,189,000|SSD 2TB_2,419,000"
20264594,한성컴퓨터 Bossmonster GTX73 N9X7Q24 32GB램,"SSD 500GB_2,208,000|SSD 1TB_2,420,000|SSD 2TB_2,590,000"
20264612,한성컴퓨터 Bossmonster GTX73 N9X7Q24 64GB램,"SSD 500GB_2,376,000|SSD 1TB_2,570,000|SSD 2TB_2,770,000"
20350142,한성컴퓨터 Bossmonster GTX73 N9X7Q24 WIN11,"SSD 500GB_2,190,000|SSD 1TB_2,290,000|SSD 2TB_2,490,000"
19210301,한성컴퓨터 Bossmonster GTX73 N9X7Q24W,"SSD 500GB_2,148,000"
20264528,한성컴퓨터 Bossmonster GTX73 N9X7Q24W 32GB램,"SSD 500GB_2,365,000"
17038433,한성컴퓨터 TFG5275T,"SSD 500GB_1,157,250|SSD 1TB_1,370,000"
17038463,한성컴퓨터 TFG5275TW,"SSD 500GB_1,475,000"
18980900,한성컴퓨터 TFG5276XG 32GB램,"SSD 500GB_1,710,000"
16820399,한성컴퓨터 TFG5277XG,"SSD 500GB_1,849,000"
19455713,한성컴퓨터 TFG6396,"SSD 500GB_1,990,000"
20425721,한성컴퓨터 TFG6396 64GB램,"SSD 500GB_2,234,960"
19455854,한성컴퓨터 TFG6396W,"SSD 500GB_2,130,000"
19455899,한성컴퓨터 TFG6397,"SSD 500GB_2,290,000"
20408594,한성컴퓨터 TFG6397 32GB램,"SSD 500GB_2,373,520"
20408621,한성컴퓨터 TFG6397 64GB램,"SSD 500GB_2,531,890"
19455941,한성컴퓨터 TFG6397W,"SSD 500GB_2,430,000"
20408537,한성컴퓨터 TFG6397W 32GB램,"SSD 500GB_2,547,000"
20408564,한성컴퓨터 TFG6397W 64GB램,"SSD 500GB_2,690,000"
17038598,한성컴퓨터 TFG7275,"SSD 500GB_1,209,000|SSD 1TB_1,309,000"
18978005,한성컴퓨터 TFG7275 8GB램,"SSD 500GB_1,188,000|SSD 1TB_1,289,000"
17038649,한성컴퓨터 TFG7275T,"SSD 500GB_1,259,000|SSD 1TB_1,359,000"
18977861,한성컴퓨터 TFG7275T 8GB램,"SSD 500GB_1,239,000|SSD 1TB_1,339,000"
17038685,한성컴퓨터 TFG7275TW,"SSD 500GB_1,408,000"
17038631,한성컴퓨터 TFG7275W,"SSD 500GB_1,358,000"
16820225,한성컴퓨터 TFG7276XG,"SSD 500GB_1,499,000"
18980852,한성컴퓨터 TFG7276XG 32GB램,"SSD 500GB_1,598,000"
16820255,한성컴퓨터 TFG7276XGW,"SSD 500GB_1,647,990"
16961210,한성컴퓨터 TFG7277LC,"SSD 500GB_2,890,000"
15473210,한성컴퓨터 TFX3150U Pro,"SSD 500GB_669,000"
17457353,한성컴퓨터 TFX3150UW Pro W11,"SSD 500GB_790,000"
15473438,한성컴퓨터 TFX3412N,"SSD 250GB_459,000"
17457446,한성컴퓨터 TFX3412NW W11,"SSD 250GB_580,000"
18710948,한성컴퓨터 TFX5550UC 16GB램,"SSD 250GB_589,000|SSD 500GB_599,000|SSD 1TB_669,000"
16792691,한성컴퓨터 TFX5550UCW W11,"SSD 250GB_748,000"
16245848,한성컴퓨터 TFX5560U 세잔북,"SSD 500GB_699,000|SSD 250GB_660,000|SSD 1TB_730,000"
16245866,한성컴퓨터 TFX5560UW 세잔북,"SSD 500GB_849,000"
18737153,한성컴퓨터 TFX5625UC,"SSD 250GB_699,000|SSD 500GB_709,000|SSD 1TB_779,000"
18737078,한성컴퓨터 TFX5625UC 8GB램,"SSD 250GB_679,000|SSD 500GB_689,000|SSD 1TB_759,000"
17307002,한성컴퓨터 TFX5625UCW,"SSD 500GB_858,000"
17307398,한성컴퓨터 TFX7240P,"SSD 500GB_949,000|SSD 1TB_1,049,000"
17307443,한성컴퓨터 TFX7240PW,"SSD 500GB_1,098,000"
16792607,한성컴퓨터 언더케이지 TFX4450HW W11,"SSD 250GB_890,000"
11609372,한성컴퓨터 언더케이지 TFX4470H,"SSD 500GB_1,590,000|SSD 250GB_990,000|SSD 1TB_1,090,000"
17716178,한성컴퓨터 올데이롱 TFX4270H,"SSD 500GB_1,490,000|SSD 1TB_1,590,000"
11609756,한성컴퓨터 올데이롱 TFX5470H,"SSD 500GB_2,000,000"
16880018,한성컴퓨터 올데이롱 TFX5556U,"SSD 500GB_799,000|SSD 250GB_789,000|SSD 1TB_860,000"
18737198,한성컴퓨터 올데이롱 TFX5556U 8GB램,"SSD 250GB_769,000|SSD 500GB_779,000|SSD 1TB_840,000"
16880102,한성컴퓨터 올데이롱 TFX5556UW,"SSD 500GB_940,000"
17715941,한성컴퓨터 올데이롱 TFX6250H,"SSD 500GB_3,290,000|SSD 1TB_1,110,000"
18979685,한성컴퓨터 올데이롱 TFX6250H 8GB램,"SSD 500GB_970,000|SSD 1TB_1,090,000"
17715971,한성컴퓨터 올데이롱 TFX6250HW,"SSD 500GB_1,128,000"
17715779,한성컴퓨터 올데이롱 TFX6270H,"SSD 500GB_1,275,000|SSD 1TB_1,390,000"
18979520,한성컴퓨터 올데이롱 TFX6270H 8GB램,"SSD 500GB_1,250,000|SSD 1TB_1,370,000"
17715824,한성컴퓨터 올데이롱 TFX6270HW,"SSD 500GB_1,366,880"
